os,arch,extended,version,filename
darwin,amd64,hasEx,0.64.1,hugo_extended_0.64.1_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.64.0,hugo_0.64.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.64.0,hugo_0.64.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.64.0,hugo_0.64.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.64.0,hugo_0.64.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.64.0,hugo_0.64.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.64.0,hugo_0.64.0_Linux-64bit.tar.gz
linux,arm,noEx,0.64.0,hugo_0.64.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.64.0,hugo_0.64.0_Linux-ARM64.tar.gz
darwin,386,noEx,0.64.0,hugo_0.64.0_macOS-32bit.tar.gz
darwin,amd64,noEx,0.64.0,hugo_0.64.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.64.0,hugo_0.64.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.64.0,hugo_0.64.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.64.0,hugo_0.64.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.64.0,hugo_0.64.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.64.0,hugo_0.64.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.64.0,hugo_0.64.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.64.0,hugo_extended_0.64.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.64.0,hugo_extended_0.64.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.63.2,hugo_0.63.2_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.63.2,hugo_0.63.2_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.63.2,hugo_0.63.2_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.63.2,hugo_0.63.2_FreeBSD-ARM.tar.gz
linux,386,noEx,0.63.2,hugo_0.63.2_Linux-32bit.tar.gz
linux,amd64,noEx,0.63.2,hugo_0.63.2_Linux-64bit.tar.gz
linux,arm,noEx,0.63.2,hugo_0.63.2_Linux-ARM.tar.gz
linux,arm64,noEx,0.63.2,hugo_0.63.2_Linux-ARM64.tar.gz
darwin,386,noEx,0.63.2,hugo_0.63.2_macOS-32bit.tar.gz
darwin,amd64,noEx,0.63.2,hugo_0.63.2_macOS-64bit.tar.gz
netbsd,386,noEx,0.63.2,hugo_0.63.2_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.63.2,hugo_0.63.2_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.63.2,hugo_0.63.2_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.63.2,hugo_0.63.2_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.63.2,hugo_0.63.2_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.63.2,hugo_0.63.2_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.63.2,hugo_extended_0.63.2_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.63.2,hugo_extended_0.63.2_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.63.1,hugo_0.63.1_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.63.1,hugo_0.63.1_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.63.1,hugo_0.63.1_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.63.1,hugo_0.63.1_FreeBSD-ARM.tar.gz
linux,386,noEx,0.63.1,hugo_0.63.1_Linux-32bit.tar.gz
linux,amd64,noEx,0.63.1,hugo_0.63.1_Linux-64bit.tar.gz
linux,arm,noEx,0.63.1,hugo_0.63.1_Linux-ARM.tar.gz
linux,arm64,noEx,0.63.1,hugo_0.63.1_Linux-ARM64.tar.gz
darwin,386,noEx,0.63.1,hugo_0.63.1_macOS-32bit.tar.gz
darwin,amd64,noEx,0.63.1,hugo_0.63.1_macOS-64bit.tar.gz
netbsd,386,noEx,0.63.1,hugo_0.63.1_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.63.1,hugo_0.63.1_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.63.1,hugo_0.63.1_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.63.1,hugo_0.63.1_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.63.1,hugo_0.63.1_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.63.1,hugo_0.63.1_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.63.1,hugo_extended_0.63.1_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.63.1,hugo_extended_0.63.1_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.63.0,hugo_0.63.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.63.0,hugo_0.63.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.63.0,hugo_0.63.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.63.0,hugo_0.63.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.63.0,hugo_0.63.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.63.0,hugo_0.63.0_Linux-64bit.tar.gz
linux,arm,noEx,0.63.0,hugo_0.63.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.63.0,hugo_0.63.0_Linux-ARM64.tar.gz
darwin,386,noEx,0.63.0,hugo_0.63.0_macOS-32bit.tar.gz
darwin,amd64,noEx,0.63.0,hugo_0.63.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.63.0,hugo_0.63.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.63.0,hugo_0.63.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.63.0,hugo_0.63.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.63.0,hugo_0.63.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.63.0,hugo_0.63.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.63.0,hugo_0.63.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.63.0,hugo_extended_0.63.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.63.0,hugo_extended_0.63.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.62.2,hugo_0.62.2_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.62.2,hugo_0.62.2_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.62.2,hugo_0.62.2_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.62.2,hugo_0.62.2_FreeBSD-ARM.tar.gz
linux,386,noEx,0.62.2,hugo_0.62.2_Linux-32bit.tar.gz
linux,amd64,noEx,0.62.2,hugo_0.62.2_Linux-64bit.tar.gz
linux,arm,noEx,0.62.2,hugo_0.62.2_Linux-ARM.tar.gz
linux,arm64,noEx,0.62.2,hugo_0.62.2_Linux-ARM64.tar.gz
darwin,386,noEx,0.62.2,hugo_0.62.2_macOS-32bit.tar.gz
darwin,amd64,noEx,0.62.2,hugo_0.62.2_macOS-64bit.tar.gz
netbsd,386,noEx,0.62.2,hugo_0.62.2_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.62.2,hugo_0.62.2_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.62.2,hugo_0.62.2_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.62.2,hugo_0.62.2_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.62.2,hugo_0.62.2_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.62.2,hugo_0.62.2_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.62.2,hugo_extended_0.62.2_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.62.2,hugo_extended_0.62.2_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.62.1,hugo_0.62.1_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.62.1,hugo_0.62.1_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.62.1,hugo_0.62.1_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.62.1,hugo_0.62.1_FreeBSD-ARM.tar.gz
linux,386,noEx,0.62.1,hugo_0.62.1_Linux-32bit.tar.gz
linux,amd64,noEx,0.62.1,hugo_0.62.1_Linux-64bit.tar.gz
linux,arm,noEx,0.62.1,hugo_0.62.1_Linux-ARM.tar.gz
linux,arm64,noEx,0.62.1,hugo_0.62.1_Linux-ARM64.tar.gz
darwin,386,noEx,0.62.1,hugo_0.62.1_macOS-32bit.tar.gz
darwin,amd64,noEx,0.62.1,hugo_0.62.1_macOS-64bit.tar.gz
netbsd,386,noEx,0.62.1,hugo_0.62.1_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.62.1,hugo_0.62.1_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.62.1,hugo_0.62.1_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.62.1,hugo_0.62.1_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.62.1,hugo_0.62.1_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.62.1,hugo_0.62.1_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.62.1,hugo_extended_0.62.1_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.62.1,hugo_extended_0.62.1_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.62.0,hugo_0.62.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.62.0,hugo_0.62.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.62.0,hugo_0.62.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.62.0,hugo_0.62.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.62.0,hugo_0.62.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.62.0,hugo_0.62.0_Linux-64bit.tar.gz
linux,arm,noEx,0.62.0,hugo_0.62.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.62.0,hugo_0.62.0_Linux-ARM64.tar.gz
darwin,386,noEx,0.62.0,hugo_0.62.0_macOS-32bit.tar.gz
darwin,amd64,noEx,0.62.0,hugo_0.62.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.62.0,hugo_0.62.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.62.0,hugo_0.62.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.62.0,hugo_0.62.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.62.0,hugo_0.62.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.62.0,hugo_0.62.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.62.0,hugo_0.62.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.62.0,hugo_extended_0.62.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.62.0,hugo_extended_0.62.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.61.0,hugo_0.61.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.61.0,hugo_0.61.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.61.0,hugo_0.61.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.61.0,hugo_0.61.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.61.0,hugo_0.61.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.61.0,hugo_0.61.0_Linux-64bit.tar.gz
linux,arm,noEx,0.61.0,hugo_0.61.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.61.0,hugo_0.61.0_Linux-ARM64.tar.gz
darwin,386,noEx,0.61.0,hugo_0.61.0_macOS-32bit.tar.gz
darwin,amd64,noEx,0.61.0,hugo_0.61.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.61.0,hugo_0.61.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.61.0,hugo_0.61.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.61.0,hugo_0.61.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.61.0,hugo_0.61.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.61.0,hugo_0.61.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.61.0,hugo_0.61.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.61.0,hugo_extended_0.61.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.61.0,hugo_extended_0.61.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.60.1,hugo_0.60.1_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.60.1,hugo_0.60.1_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.60.1,hugo_0.60.1_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.60.1,hugo_0.60.1_FreeBSD-ARM.tar.gz
linux,386,noEx,0.60.1,hugo_0.60.1_Linux-32bit.tar.gz
linux,amd64,noEx,0.60.1,hugo_0.60.1_Linux-64bit.tar.gz
linux,arm,noEx,0.60.1,hugo_0.60.1_Linux-ARM.tar.gz
linux,arm64,noEx,0.60.1,hugo_0.60.1_Linux-ARM64.tar.gz
darwin,386,noEx,0.60.1,hugo_0.60.1_macOS-32bit.tar.gz
darwin,amd64,noEx,0.60.1,hugo_0.60.1_macOS-64bit.tar.gz
netbsd,386,noEx,0.60.1,hugo_0.60.1_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.60.1,hugo_0.60.1_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.60.1,hugo_0.60.1_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.60.1,hugo_0.60.1_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.60.1,hugo_0.60.1_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.60.1,hugo_0.60.1_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.60.1,hugo_extended_0.60.1_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.60.1,hugo_extended_0.60.1_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.60.0,hugo_0.60.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.60.0,hugo_0.60.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.60.0,hugo_0.60.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.60.0,hugo_0.60.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.60.0,hugo_0.60.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.60.0,hugo_0.60.0_Linux-64bit.tar.gz
linux,arm,noEx,0.60.0,hugo_0.60.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.60.0,hugo_0.60.0_Linux-ARM64.tar.gz
darwin,386,noEx,0.60.0,hugo_0.60.0_macOS-32bit.tar.gz
darwin,amd64,noEx,0.60.0,hugo_0.60.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.60.0,hugo_0.60.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.60.0,hugo_0.60.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.60.0,hugo_0.60.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.60.0,hugo_0.60.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.60.0,hugo_0.60.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.60.0,hugo_0.60.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.60.0,hugo_extended_0.60.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.60.0,hugo_extended_0.60.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.59.1,hugo_0.59.1_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.59.1,hugo_0.59.1_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.59.1,hugo_0.59.1_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.59.1,hugo_0.59.1_FreeBSD-ARM.tar.gz
linux,386,noEx,0.59.1,hugo_0.59.1_Linux-32bit.tar.gz
linux,amd64,noEx,0.59.1,hugo_0.59.1_Linux-64bit.tar.gz
linux,arm,noEx,0.59.1,hugo_0.59.1_Linux-ARM.tar.gz
linux,arm64,noEx,0.59.1,hugo_0.59.1_Linux-ARM64.tar.gz
darwin,386,noEx,0.59.1,hugo_0.59.1_macOS-32bit.tar.gz
darwin,amd64,noEx,0.59.1,hugo_0.59.1_macOS-64bit.tar.gz
netbsd,386,noEx,0.59.1,hugo_0.59.1_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.59.1,hugo_0.59.1_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.59.1,hugo_0.59.1_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.59.1,hugo_0.59.1_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.59.1,hugo_0.59.1_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.59.1,hugo_0.59.1_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.59.1,hugo_extended_0.59.1_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.59.1,hugo_extended_0.59.1_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.59.0,hugo_0.59.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.59.0,hugo_0.59.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.59.0,hugo_0.59.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.59.0,hugo_0.59.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.59.0,hugo_0.59.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.59.0,hugo_0.59.0_Linux-64bit.tar.gz
linux,arm,noEx,0.59.0,hugo_0.59.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.59.0,hugo_0.59.0_Linux-ARM64.tar.gz
darwin,386,noEx,0.59.0,hugo_0.59.0_macOS-32bit.tar.gz
darwin,amd64,noEx,0.59.0,hugo_0.59.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.59.0,hugo_0.59.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.59.0,hugo_0.59.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.59.0,hugo_0.59.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.59.0,hugo_0.59.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.59.0,hugo_0.59.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.59.0,hugo_0.59.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.59.0,hugo_extended_0.59.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.59.0,hugo_extended_0.59.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.58.3,hugo_0.58.3_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.58.3,hugo_0.58.3_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.58.3,hugo_0.58.3_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.58.3,hugo_0.58.3_FreeBSD-ARM.tar.gz
linux,386,noEx,0.58.3,hugo_0.58.3_Linux-32bit.tar.gz
linux,amd64,noEx,0.58.3,hugo_0.58.3_Linux-64bit.tar.gz
linux,arm,noEx,0.58.3,hugo_0.58.3_Linux-ARM.tar.gz
linux,arm64,noEx,0.58.3,hugo_0.58.3_Linux-ARM64.tar.gz
darwin,386,noEx,0.58.3,hugo_0.58.3_macOS-32bit.tar.gz
darwin,amd64,noEx,0.58.3,hugo_0.58.3_macOS-64bit.tar.gz
netbsd,386,noEx,0.58.3,hugo_0.58.3_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.58.3,hugo_0.58.3_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.58.3,hugo_0.58.3_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.58.3,hugo_0.58.3_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.58.3,hugo_0.58.3_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.58.3,hugo_0.58.3_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.58.3,hugo_extended_0.58.3_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.58.3,hugo_extended_0.58.3_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.58.2,hugo_0.58.2_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.58.2,hugo_0.58.2_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.58.2,hugo_0.58.2_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.58.2,hugo_0.58.2_FreeBSD-ARM.tar.gz
linux,386,noEx,0.58.2,hugo_0.58.2_Linux-32bit.tar.gz
linux,amd64,noEx,0.58.2,hugo_0.58.2_Linux-64bit.tar.gz
linux,arm,noEx,0.58.2,hugo_0.58.2_Linux-ARM.tar.gz
linux,arm64,noEx,0.58.2,hugo_0.58.2_Linux-ARM64.tar.gz
darwin,386,noEx,0.58.2,hugo_0.58.2_macOS-32bit.tar.gz
darwin,amd64,noEx,0.58.2,hugo_0.58.2_macOS-64bit.tar.gz
netbsd,386,noEx,0.58.2,hugo_0.58.2_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.58.2,hugo_0.58.2_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.58.2,hugo_0.58.2_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.58.2,hugo_0.58.2_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.58.2,hugo_0.58.2_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.58.2,hugo_0.58.2_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.58.2,hugo_extended_0.58.2_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.58.2,hugo_extended_0.58.2_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.58.1,hugo_0.58.1_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.58.1,hugo_0.58.1_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.58.1,hugo_0.58.1_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.58.1,hugo_0.58.1_FreeBSD-ARM.tar.gz
linux,386,noEx,0.58.1,hugo_0.58.1_Linux-32bit.tar.gz
linux,amd64,noEx,0.58.1,hugo_0.58.1_Linux-64bit.tar.gz
linux,arm,noEx,0.58.1,hugo_0.58.1_Linux-ARM.tar.gz
linux,arm64,noEx,0.58.1,hugo_0.58.1_Linux-ARM64.tar.gz
darwin,386,noEx,0.58.1,hugo_0.58.1_macOS-32bit.tar.gz
darwin,amd64,noEx,0.58.1,hugo_0.58.1_macOS-64bit.tar.gz
netbsd,386,noEx,0.58.1,hugo_0.58.1_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.58.1,hugo_0.58.1_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.58.1,hugo_0.58.1_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.58.1,hugo_0.58.1_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.58.1,hugo_0.58.1_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.58.1,hugo_0.58.1_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.58.1,hugo_extended_0.58.1_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.58.1,hugo_extended_0.58.1_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.58.0,hugo_0.58.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.58.0,hugo_0.58.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.58.0,hugo_0.58.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.58.0,hugo_0.58.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.58.0,hugo_0.58.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.58.0,hugo_0.58.0_Linux-64bit.tar.gz
linux,arm,noEx,0.58.0,hugo_0.58.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.58.0,hugo_0.58.0_Linux-ARM64.tar.gz
darwin,386,noEx,0.58.0,hugo_0.58.0_macOS-32bit.tar.gz
darwin,amd64,noEx,0.58.0,hugo_0.58.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.58.0,hugo_0.58.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.58.0,hugo_0.58.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.58.0,hugo_0.58.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.58.0,hugo_0.58.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.58.0,hugo_0.58.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.58.0,hugo_0.58.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.58.0,hugo_extended_0.58.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.58.0,hugo_extended_0.58.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.57.2,hugo_0.57.2_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.57.2,hugo_0.57.2_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.57.2,hugo_0.57.2_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.57.2,hugo_0.57.2_FreeBSD-ARM.tar.gz
linux,386,noEx,0.57.2,hugo_0.57.2_Linux-32bit.tar.gz
linux,amd64,noEx,0.57.2,hugo_0.57.2_Linux-64bit.tar.gz
linux,arm,noEx,0.57.2,hugo_0.57.2_Linux-ARM.tar.gz
linux,arm64,noEx,0.57.2,hugo_0.57.2_Linux-ARM64.tar.gz
darwin,386,noEx,0.57.2,hugo_0.57.2_macOS-32bit.tar.gz
darwin,amd64,noEx,0.57.2,hugo_0.57.2_macOS-64bit.tar.gz
netbsd,386,noEx,0.57.2,hugo_0.57.2_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.57.2,hugo_0.57.2_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.57.2,hugo_0.57.2_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.57.2,hugo_0.57.2_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.57.2,hugo_0.57.2_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.57.2,hugo_0.57.2_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.57.2,hugo_extended_0.57.2_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.57.2,hugo_extended_0.57.2_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.57.1,hugo_0.57.1_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.57.1,hugo_0.57.1_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.57.1,hugo_0.57.1_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.57.1,hugo_0.57.1_FreeBSD-ARM.tar.gz
linux,386,noEx,0.57.1,hugo_0.57.1_Linux-32bit.tar.gz
linux,amd64,noEx,0.57.1,hugo_0.57.1_Linux-64bit.tar.gz
linux,arm,noEx,0.57.1,hugo_0.57.1_Linux-ARM.tar.gz
linux,arm64,noEx,0.57.1,hugo_0.57.1_Linux-ARM64.tar.gz
darwin,386,noEx,0.57.1,hugo_0.57.1_macOS-32bit.tar.gz
darwin,amd64,noEx,0.57.1,hugo_0.57.1_macOS-64bit.tar.gz
netbsd,386,noEx,0.57.1,hugo_0.57.1_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.57.1,hugo_0.57.1_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.57.1,hugo_0.57.1_NetBSD-ARM.tar.gz
