os,arch,extended,version,filename
openbsd,arm,noEx,0.79.0,hugo_0.79.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.79.0,hugo_extended_0.79.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.79.0,hugo_extended_0.79.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.78.2,hugo_0.78.2_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.78.2,hugo_0.78.2_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.78.2,hugo_0.78.2_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.78.2,hugo_0.78.2_FreeBSD-ARM.tar.gz
linux,386,noEx,0.78.2,hugo_0.78.2_Linux-32bit.tar.gz
linux,amd64,noEx,0.78.2,hugo_0.78.2_Linux-64bit.tar.gz
linux,arm,noEx,0.78.2,hugo_0.78.2_Linux-ARM.tar.gz
linux,arm64,noEx,0.78.2,hugo_0.78.2_Linux-ARM64.tar.gz
darwin,amd64,noEx,0.78.2,hugo_0.78.2_macOS-64bit.tar.gz
netbsd,386,noEx,0.78.2,hugo_0.78.2_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.78.2,hugo_0.78.2_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.78.2,hugo_0.78.2_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.78.2,hugo_0.78.2_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.78.2,hugo_0.78.2_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.78.2,hugo_0.78.2_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.78.2,hugo_extended_0.78.2_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.78.2,hugo_extended_0.78.2_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.78.1,hugo_0.78.1_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.78.1,hugo_0.78.1_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.78.1,hugo_0.78.1_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.78.1,hugo_0.78.1_FreeBSD-ARM.tar.gz
linux,386,noEx,0.78.1,hugo_0.78.1_Linux-32bit.tar.gz
linux,amd64,noEx,0.78.1,hugo_0.78.1_Linux-64bit.tar.gz
linux,arm,noEx,0.78.1,hugo_0.78.1_Linux-ARM.tar.gz
linux,arm64,noEx,0.78.1,hugo_0.78.1_Linux-ARM64.tar.gz
darwin,amd64,noEx,0.78.1,hugo_0.78.1_macOS-64bit.tar.gz
netbsd,386,noEx,0.78.1,hugo_0.78.1_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.78.1,hugo_0.78.1_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.78.1,hugo_0.78.1_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.78.1,hugo_0.78.1_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.78.1,hugo_0.78.1_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.78.1,hugo_0.78.1_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.78.1,hugo_extended_0.78.1_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.78.1,hugo_extended_0.78.1_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.78.0,hugo_0.78.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.78.0,hugo_0.78.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.78.0,hugo_0.78.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.78.0,hugo_0.78.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.78.0,hugo_0.78.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.78.0,hugo_0.78.0_Linux-64bit.tar.gz
linux,arm,noEx,0.78.0,hugo_0.78.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.78.0,hugo_0.78.0_Linux-ARM64.tar.gz
darwin,amd64,noEx,0.78.0,hugo_0.78.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.78.0,hugo_0.78.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.78.0,hugo_0.78.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.78.0,hugo_0.78.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.78.0,hugo_0.78.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.78.0,hugo_0.78.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.78.0,hugo_0.78.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.78.0,hugo_extended_0.78.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.78.0,hugo_extended_0.78.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.77.0,hugo_0.77.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.77.0,hugo_0.77.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.77.0,hugo_0.77.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.77.0,hugo_0.77.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.77.0,hugo_0.77.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.77.0,hugo_0.77.0_Linux-64bit.tar.gz
linux,arm,noEx,0.77.0,hugo_0.77.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.77.0,hugo_0.77.0_Linux-ARM64.tar.gz
darwin,amd64,noEx,0.77.0,hugo_0.77.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.77.0,hugo_0.77.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.77.0,hugo_0.77.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.77.0,hugo_0.77.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.77.0,hugo_0.77.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.77.0,hugo_0.77.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.77.0,hugo_0.77.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.77.0,hugo_extended_0.77.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.77.0,hugo_extended_0.77.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.76.5,hugo_0.76.5_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.76.5,hugo_0.76.5_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.76.5,hugo_0.76.5_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.76.5,hugo_0.76.5_FreeBSD-ARM.tar.gz
linux,386,noEx,0.76.5,hugo_0.76.5_Linux-32bit.tar.gz
linux,amd64,noEx,0.76.5,hugo_0.76.5_Linux-64bit.tar.gz
linux,arm,noEx,0.76.5,hugo_0.76.5_Linux-ARM.tar.gz
linux,arm64,noEx,0.76.5,hugo_0.76.5_Linux-ARM64.tar.gz
darwin,amd64,noEx,0.76.5,hugo_0.76.5_macOS-64bit.tar.gz
netbsd,386,noEx,0.76.5,hugo_0.76.5_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.76.5,hugo_0.76.5_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.76.5,hugo_0.76.5_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.76.5,hugo_0.76.5_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.76.5,hugo_0.76.5_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.76.5,hugo_0.76.5_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.76.5,hugo_extended_0.76.5_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.76.5,hugo_extended_0.76.5_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.76.4,hugo_0.76.4_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.76.4,hugo_0.76.4_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.76.4,hugo_0.76.4_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.76.4,hugo_0.76.4_FreeBSD-ARM.tar.gz
linux,386,noEx,0.76.4,hugo_0.76.4_Linux-32bit.tar.gz
linux,amd64,noEx,0.76.4,hugo_0.76.4_Linux-64bit.tar.gz
linux,arm,noEx,0.76.4,hugo_0.76.4_Linux-ARM.tar.gz
linux,arm64,noEx,0.76.4,hugo_0.76.4_Linux-ARM64.tar.gz
darwin,amd64,noEx,0.76.4,hugo_0.76.4_macOS-64bit.tar.gz
netbsd,386,noEx,0.76.4,hugo_0.76.4_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.76.4,hugo_0.76.4_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.76.4,hugo_0.76.4_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.76.4,hugo_0.76.4_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.76.4,hugo_0.76.4_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.76.4,hugo_0.76.4_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.76.4,hugo_extended_0.76.4_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.76.4,hugo_extended_0.76.4_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.76.3,hugo_0.76.3_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.76.3,hugo_0.76.3_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.76.3,hugo_0.76.3_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.76.3,hugo_0.76.3_FreeBSD-ARM.tar.gz
linux,386,noEx,0.76.3,hugo_0.76.3_Linux-32bit.tar.gz
linux,amd64,noEx,0.76.3,hugo_0.76.3_Linux-64bit.tar.gz
linux,arm,noEx,0.76.3,hugo_0.76.3_Linux-ARM.tar.gz
linux,arm64,noEx,0.76.3,hugo_0.76.3_Linux-ARM64.tar.gz
darwin,amd64,noEx,0.76.3,hugo_0.76.3_macOS-64bit.tar.gz
netbsd,386,noEx,0.76.3,hugo_0.76.3_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.76.3,hugo_0.76.3_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.76.3,hugo_0.76.3_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.76.3,hugo_0.76.3_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.76.3,hugo_0.76.3_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.76.3,hugo_0.76.3_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.76.3,hugo_extended_0.76.3_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.76.3,hugo_extended_0.76.3_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.76.2,hugo_0.76.2_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.76.2,hugo_0.76.2_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.76.2,hugo_0.76.2_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.76.2,hugo_0.76.2_FreeBSD-ARM.tar.gz
linux,386,noEx,0.76.2,hugo_0.76.2_Linux-32bit.tar.gz
linux,amd64,noEx,0.76.2,hugo_0.76.2_Linux-64bit.tar.gz
linux,arm,noEx,0.76.2,hugo_0.76.2_Linux-ARM.tar.gz
linux,arm64,noEx,0.76.2,hugo_0.76.2_Linux-ARM64.tar.gz
darwin,amd64,noEx,0.76.2,hugo_0.76.2_macOS-64bit.tar.gz
netbsd,386,noEx,0.76.2,hugo_0.76.2_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.76.2,hugo_0.76.2_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.76.2,hugo_0.76.2_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.76.2,hugo_0.76.2_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.76.2,hugo_0.76.2_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.76.2,hugo_0.76.2_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.76.2,hugo_extended_0.76.2_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.76.2,hugo_extended_0.76.2_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.76.1,hugo_0.76.1_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.76.1,hugo_0.76.1_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.76.1,hugo_0.76.1_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.76.1,hugo_0.76.1_FreeBSD-ARM.tar.gz
linux,386,noEx,0.76.1,hugo_0.76.1_Linux-32bit.tar.gz
linux,amd64,noEx,0.76.1,hugo_0.76.1_Linux-64bit.tar.gz
linux,arm,noEx,0.76.1,hugo_0.76.1_Linux-ARM.tar.gz
linux,arm64,noEx,0.76.1,hugo_0.76.1_Linux-ARM64.tar.gz
darwin,amd64,noEx,0.76.1,hugo_0.76.1_macOS-64bit.tar.gz
netbsd,386,noEx,0.76.1,hugo_0.76.1_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.76.1,hugo_0.76.1_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.76.1,hugo_0.76.1_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.76.1,hugo_0.76.1_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.76.1,hugo_0.76.1_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.76.1,hugo_0.76.1_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.76.1,hugo_extended_0.76.1_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.76.1,hugo_extended_0.76.1_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.76.0,hugo_0.76.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.76.0,hugo_0.76.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.76.0,hugo_0.76.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.76.0,hugo_0.76.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.76.0,hugo_0.76.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.76.0,hugo_0.76.0_Linux-64bit.tar.gz
linux,arm,noEx,0.76.0,hugo_0.76.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.76.0,hugo_0.76.0_Linux-ARM64.tar.gz
darwin,amd64,noEx,0.76.0,hugo_0.76.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.76.0,hugo_0.76.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.76.0,hugo_0.76.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.76.0,hugo_0.76.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.76.0,hugo_0.76.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.76.0,hugo_0.76.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.76.0,hugo_0.76.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.76.0,hugo_extended_0.76.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.76.0,hugo_extended_0.76.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.75.1,hugo_0.75.1_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.75.1,hugo_0.75.1_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.75.1,hugo_0.75.1_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.75.1,hugo_0.75.1_FreeBSD-ARM.tar.gz
linux,386,noEx,0.75.1,hugo_0.75.1_Linux-32bit.tar.gz
linux,amd64,noEx,0.75.1,hugo_0.75.1_Linux-64bit.tar.gz
linux,arm,noEx,0.75.1,hugo_0.75.1_Linux-ARM.tar.gz
linux,arm64,noEx,0.75.1,hugo_0.75.1_Linux-ARM64.tar.gz
darwin,amd64,noEx,0.75.1,hugo_0.75.1_macOS-64bit.tar.gz
netbsd,386,noEx,0.75.1,hugo_0.75.1_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.75.1,hugo_0.75.1_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.75.1,hugo_0.75.1_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.75.1,hugo_0.75.1_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.75.1,hugo_0.75.1_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.75.1,hugo_0.75.1_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.75.1,hugo_extended_0.75.1_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.75.1,hugo_extended_0.75.1_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.75.0,hugo_0.75.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.75.0,hugo_0.75.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.75.0,hugo_0.75.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.75.0,hugo_0.75.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.75.0,hugo_0.75.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.75.0,hugo_0.75.0_Linux-64bit.tar.gz
linux,arm,noEx,0.75.0,hugo_0.75.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.75.0,hugo_0.75.0_Linux-ARM64.tar.gz
darwin,amd64,noEx,0.75.0,hugo_0.75.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.75.0,hugo_0.75.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.75.0,hugo_0.75.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.75.0,hugo_0.75.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.75.0,hugo_0.75.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.75.0,hugo_0.75.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.75.0,hugo_0.75.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.75.0,hugo_extended_0.75.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.75.0,hugo_extended_0.75.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.74.3,hugo_0.74.3_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.74.3,hugo_0.74.3_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.74.3,hugo_0.74.3_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.74.3,hugo_0.74.3_FreeBSD-ARM.tar.gz
linux,386,noEx,0.74.3,hugo_0.74.3_Linux-32bit.tar.gz
linux,amd64,noEx,0.74.3,hugo_0.74.3_Linux-64bit.tar.gz
linux,arm,noEx,0.74.3,hugo_0.74.3_Linux-ARM.tar.gz
linux,arm64,noEx,0.74.3,hugo_0.74.3_Linux-ARM64.tar.gz
darwin,386,noEx,0.74.3,hugo_0.74.3_macOS-32bit.tar.gz
darwin,amd64,noEx,0.74.3,hugo_0.74.3_macOS-64bit.tar.gz
netbsd,386,noEx,0.74.3,hugo_0.74.3_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.74.3,hugo_0.74.3_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.74.3,hugo_0.74.3_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.74.3,hugo_0.74.3_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.74.3,hugo_0.74.3_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.74.3,hugo_0.74.3_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.74.3,hugo_extended_0.74.3_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.74.3,hugo_extended_0.74.3_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.74.2,hugo_0.74.2_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.74.2,hugo_0.74.2_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.74.2,hugo_0.74.2_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.74.2,hugo_0.74.2_FreeBSD-ARM.tar.gz
linux,386,noEx,0.74.2,hugo_0.74.2_Linux-32bit.tar.gz
linux,amd64,noEx,0.74.2,hugo_0.74.2_Linux-64bit.tar.gz
linux,arm,noEx,0.74.2,hugo_0.74.2_Linux-ARM.tar.gz
linux,arm64,noEx,0.74.2,hugo_0.74.2_Linux-ARM64.tar.gz
darwin,386,noEx,0.74.2,hugo_0.74.2_macOS-32bit.tar.gz
darwin,amd64,noEx,0.74.2,hugo_0.74.2_macOS-64bit.tar.gz
netbsd,386,noEx,0.74.2,hugo_0.74.2_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.74.2,hugo_0.74.2_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.74.2,hugo_0.74.2_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.74.2,hugo_0.74.2_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.74.2,hugo_0.74.2_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.74.2,hugo_0.74.2_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.74.2,hugo_extended_0.74.2_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.74.2,hugo_extended_0.74.2_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.74.1,hugo_0.74.1_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.74.1,hugo_0.74.1_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.74.1,hugo_0.74.1_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.74.1,hugo_0.74.1_FreeBSD-ARM.tar.gz
linux,386,noEx,0.74.1,hugo_0.74.1_Linux-32bit.tar.gz
linux,amd64,noEx,0.74.1,hugo_0.74.1_Linux-64bit.tar.gz
linux,arm,noEx,0.74.1,hugo_0.74.1_Linux-ARM.tar.gz
linux,arm64,noEx,0.74.1,hugo_0.74.1_Linux-ARM64.tar.gz
darwin,386,noEx,0.74.1,hugo_0.74.1_macOS-32bit.tar.gz
darwin,amd64,noEx,0.74.1,hugo_0.74.1_macOS-64bit.tar.gz
netbsd,386,noEx,0.74.1,hugo_0.74.1_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.74.1,hugo_0.74.1_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.74.1,hugo_0.74.1_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.74.1,hugo_0.74.1_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.74.1,hugo_0.74.1_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.74.1,hugo_0.74.1_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.74.1,hugo_extended_0.74.1_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.74.1,hugo_extended_0.74.1_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.74.0,hugo_0.74.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.74.0,hugo_0.74.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.74.0,hugo_0.74.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.74.0,hugo_0.74.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.74.0,hugo_0.74.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.74.0,hugo_0.74.0_Linux-64bit.tar.gz
linux,arm,noEx,0.74.0,hugo_0.74.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.74.0,hugo_0.74.0_Linux-ARM64.tar.gz
darwin,386,noEx,0.74.0,hugo_0.74.0_macOS-32bit.tar.gz
darwin,amd64,noEx,0.74.0,hugo_0.74.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.74.0,hugo_0.74.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.74.0,hugo_0.74.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.74.0,hugo_0.74.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.74.0,hugo_0.74.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.74.0,hugo_0.74.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.74.0,hugo_0.74.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.74.0,hugo_extended_0.74.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.74.0,hugo_extended_0.74.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.73.0,hugo_0.73.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.73.0,hugo_0.73.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.73.0,hugo_0.73.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.73.0,hugo_0.73.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.73.0,hugo_0.73.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.73.0,hugo_0.73.0_Linux-64bit.tar.gz
linux,arm,noEx,0.73.0,hugo_0.73.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.73.0,hugo_0.73.0_Linux-ARM64.tar.gz
darwin,386,noEx,0.73.0,hugo_0.73.0_macOS-32bit.tar.gz
darwin,amd64,noEx,0.73.0,hugo_0.73.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.73.0,hugo_0.73.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.73.0,hugo_0.73.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.73.0,hugo_0.73.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.73.0,hugo_0.73.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.73.0,hugo_0.73.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.73.0,hugo_0.73.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.73.0,hugo_extended_0.73.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.73.0,hugo_extended_0.73.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.72.0,hugo_0.72.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.72.0,hugo_0.72.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.72.0,hugo_0.72.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.72.0,hugo_0.72.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.72.0,hugo_0.72.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.72.0,hugo_0.72.0_Linux-64bit.tar.gz
linux,arm,noEx,0.72.0,hugo_0.72.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.72.0,hugo_0.72.0_Linux-ARM64.tar.gz
darwin,386,noEx,0.72.0,hugo_0.72.0_macOS-32bit.tar.gz
darwin,amd64,noEx,0.72.0,hugo_0.72.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.72.0,hugo_0.72.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.72.0,hugo_0.72.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.72.0,hugo_0.72.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.72.0,hugo_0.72.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.72.0,hugo_0.72.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.72.0,hugo_0.72.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.72.0,hugo_extended_0.72.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.72.0,hugo_extended_0.72.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.71.1,hugo_0.71.1_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.71.1,hugo_0.71.1_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.71.1,hugo_0.71.1_FreeBSD-64bit.tar.gz
